item_name	data_key	data_value	data_type	data_group
EPR_13C	num_INDELs_reported	2940	int	default
EPR_13C	num_SCVs_reported	648452	int	default
EPR_13C	total_num_reads	15540152	int	default
EPR_13C	total_reads_mapped	10035802	int	default
EPR_14B	percent_mapped	65.7209843798554	float	default
EPR_14B	num_SNVs_reported	1274256	int	default
EPR_14B	total_reads_kept	13307156	int	default
EPR_14B	num_INDELs_reported	4582	int	default
EPR_14B	num_SCVs_reported	978259	int	default
EPR_14B	total_num_reads	20247956	int	default
EPR_14B	total_reads_mapped	13307156	int	default
EPR_14C	percent_mapped	64.2028775663234	float	default
EPR_14C	num_SNVs_reported	932969	int	default
EPR_14C	total_reads_kept	11111940	int	default
EPR_14C	num_INDELs_reported	3494	int	default
EPR_14C	num_SCVs_reported	717017	int	default
EPR_14C	total_num_reads	17307542	int	default
EPR_14C	total_reads_mapped	11111940	int	default
EPR_14E	percent_mapped	68.0275713572039	float	default
EPR_14E	num_SNVs_reported	1369173	int	default
EPR_14E	total_reads_kept	13595370	int	default
EPR_14E	num_INDELs_reported	5057	int	default
EPR_14E	num_SCVs_reported	1051547	int	default
EPR_14E	total_num_reads	19985088	int	default
EPR_14E	total_reads_mapped	13595370	int	default
EPR_15A	percent_mapped	68.1543285033413	float	default
EPR_15A	num_SNVs_reported	1506895	int	default
EPR_15A	total_reads_kept	13911408	int	default
EPR_15A	num_INDELs_reported	6264	int	default
EPR_15A	num_SCVs_reported	1138359	int	default
EPR_15A	total_num_reads	20411628	int	default
EPR_15A	total_reads_mapped	13911408	int	default
EPR_15B	percent_mapped	64.043160184887	float	default
EPR_15B	num_SNVs_reported	890337	int	default
EPR_15B	total_reads_kept	10525291	int	default
EPR_15B	num_INDELs_reported	3004	int	default
EPR_15B	num_SCVs_reported	685330	int	default
EPR_15B	total_num_reads	16434684	int	default
EPR_15B	total_reads_mapped	10525291	int	default
EPR_8A	percent_mapped	60.339829607882	float	default
EPR_8A	num_SNVs_reported	754860	int	default
EPR_8A	total_reads_kept	10050021	int	default
EPR_8A	num_INDELs_reported	2857	int	default
EPR_8A	num_SCVs_reported	574775	int	default
EPR_8A	total_num_reads	16655700	int	default
EPR_8A	total_reads_mapped	10050021	int	default
EPR_8B	percent_mapped	58.0824953895235	float	default
EPR_8B	num_SNVs_reported	947885	int	default
EPR_8B	total_reads_kept	10653446	int	default
EPR_8B	num_INDELs_reported	4378	int	default
EPR_8B	num_SCVs_reported	710837	int	default
EPR_8B	total_num_reads	18341922	int	default
EPR_8B	total_reads_mapped	10653446	int	default
EPR_9A	percent_mapped	63.7622931028988	float	default
EPR_9A	num_SNVs_reported	653840	int	default
EPR_9A	total_reads_kept	9443670	int	default
EPR_9A	num_INDELs_reported	2183	int	default
EPR_9A	num_SCVs_reported	507480	int	default
EPR_9A	total_num_reads	14810744	int	default
EPR_9A	total_reads_mapped	9443670	int	default
EPR_9B	percent_mapped	62.4763066490288	float	default
EPR_9B	num_SNVs_reported	925348	int	default
EPR_9B	total_reads_kept	11194176	int	default
EPR_9B	num_INDELs_reported	2860	int	default
EPR_9B	num_SCVs_reported	719888	int	default
EPR_9B	total_num_reads	17917474	int	default
EPR_9B	total_reads_mapped	11194176	int	default
EPM_12A1	t_species!Unknown_t_genus_Pseudomonas	7272	stackedbar	t_species
EPM_12A1	t_species!Comamonas_kerstersii	0	stackedbar	t_species
EPM_12A1	t_species!Hydrogenophaga_sp_RAC07	1040	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Methylobacterium	1500	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Mitsuaria_sp_7	2569	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_family_Comamonadaceae	5115	stackedbar	t_species
EPM_12A1	t_species!Cupriavidus_taiwanensis	965	stackedbar	t_species
EPM_12A1	t_species!Opitutus_terrae	964	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Rhizobium	1789	stackedbar	t_species
EPM_12A1	t_species!Acidovorax_citrulli	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Paucibacter_sp_KCTC_42545	1210	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Synechococcus_phage_ACG-2014h	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Synechococcus_phage_S-SSM5	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_domain_Viruses	2950	stackedbar	t_species
EPM_12A1	t_species!Phaeobacter_inhibens	0	stackedbar	t_species
EPM_12A1	t_species!Sphingomonas_sp_IC081	1029	stackedbar	t_species
EPM_12A1	t_species!Cellvibrio_sp_KY-GH-1	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_phylum_Marine_virus_AFVG_25M242	0	stackedbar	t_species
EPM_12A1	t_species!Celeribacter_baekdonensis	0	stackedbar	t_species
EPM_12A1	t_species!Candidatus_Methylopumilus_turicensis	0	stackedbar	t_species
EPM_12A1	t_species!Porphyrobacter_sp_YT40	0	stackedbar	t_species
EPM_12A1	t_species!Sulfitobacter_sp_SK012	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_phylum_Marine_virus_AFVG_117M64	0	stackedbar	t_species
EPM_12A1	t_species!Chaetoceros_simplex	2689	stackedbar	t_species
EPM_12A1	t_species!Labilithrix_luteola	1215	stackedbar	t_species
EPM_12A1	t_species!Burkholderia_gladioli	1190	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Synechococcus_phage_S-CAM3	0	stackedbar	t_species
EPM_12A1	t_species!Yangia_sp_CCB-MM3	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Sphingobium	1692	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_domain_Bacteria	12958	stackedbar	t_species
EPM_12A1	t_species!Octadecabacter_antarcticus	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Synechococcus_T7-like_virus_S-TIP37	0	stackedbar	t_species
EPM_12A1	t_species!Acidovorax_sp_1608163	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Synechococcus_sp_WH_7803	0	stackedbar	t_species
EPM_12A1	t_species!Endozoicomonas_montiporae	0	stackedbar	t_species
EPM_12A1	t_species!Rhodobacter_sphaeroides	1203	stackedbar	t_species
EPM_12A1	t_species!Aeromonas_hydrophila	955	stackedbar	t_species
EPM_12A1	t_species!Achromobacter_xylosoxidans	1104	stackedbar	t_species
EPM_12A1	t_species!Pseudoalteromonas_piratica	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Synechococcus_phage_S-IOM18	0	stackedbar	t_species
EPM_12A1	t_species!Acidovorax_sp_KKS102	0	stackedbar	t_species
EPM_12A1	t_species!Acidovorax_cattleyae	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Candidatus_Pelagibacter	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Prochlorococcus_marinus	3928	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Acidovorax	1331	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Minicystis_rosea	1637	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Synechococcus_phage_S-RSM4	0	stackedbar	t_species
EPM_12A1	t_species!Hydrogenophaga_sp_BPS33	1150	stackedbar	t_species
EPM_12A1	t_species!Rhodoferax_saidenbachensis	1000	stackedbar	t_species
EPM_12A1	t_species!Serpentinomonas_raichei	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Synechococcus_sp_KORDI-49	0	stackedbar	t_species
EPM_12A1	t_species!Comamonas_testosteroni	0	stackedbar	t_species
EPM_12A1	t_species!Sulfuritalea_hydrogenivorans	0	stackedbar	t_species
EPM_12A1	t_species!Altererythrobacter_sp_B11	0	stackedbar	t_species
EPM_12A1	t_species!Variovorax_sp_WDL1	0	stackedbar	t_species
EPM_12A1	t_species!Rhodoferax_antarcticus	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Synechococcus_phage_S-T4	0	stackedbar	t_species
EPM_12A1	t_species!Verminephrobacter_eiseniae	0	stackedbar	t_species
EPM_12A1	t_species!Hydrogenophaga_sp_PBC	1658	stackedbar	t_species
EPM_12A1	t_species!Buchnera_aphidicola	0	stackedbar	t_species
EPM_12A1	t_species!Hydrogenophaga_sp_PAMC20947	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_family_Xanthomonadaceae	1063	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Synechococcus_sp_CC9605	11854	stackedbar	t_species
EPM_12A1	t_species!Erythrobacter_litoralis	0	stackedbar	t_species
EPM_12A1	t_species!Erythrobacter_gangjinensis	0	stackedbar	t_species
EPM_12A1	t_species!Variovorax_paradoxus	4922	stackedbar	t_species
EPM_12A1	t_species!Vibrio_sp_THAF190c	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_alpha_proteobacterium_HIMB5	3606	stackedbar	t_species
EPM_12A1	t_species!Erythrobacter_flavus	0	stackedbar	t_species
EPM_12A1	t_species!Comamonas_terrigena	0	stackedbar	t_species
EPM_12A1	t_species!Halioglobus_maricola	0	stackedbar	t_species
EPM_12A1	t_species!Azospirillum_brasilense	995	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Synechococcus_sp_RSCCF101	0	stackedbar	t_species
EPM_12A1	t_species!Candidatus_Pelagibacter_sp_HIMB1321	2621	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Synechococcus_sp_SynAce01	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_phylum_Marine_virus_AFVG_25M67	0	stackedbar	t_species
EPM_12A1	t_species!Porphyrobacter_sp_LM_6	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Synechococcus_sp_CB0101	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Synechococcus_sp_WH_8101	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Roseovarius	0	stackedbar	t_species
EPM_12A1	t_species!Candidatus_Pelagibacter_sp_RS39	4209	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Marine_virus_AG-345-F15	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Curvibacter	0	stackedbar	t_species
EPM_12A1	t_species!Pseudomonas_stutzeri	1233	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Sphingomonas	1563	stackedbar	t_species
EPM_12A1	t_species!Vibrio_azureus	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Prochlorococcus_phage_P-TIM68	1237	stackedbar	t_species
EPM_12A1	t_species!Micromonas_commoda	6914	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Aquabacterium_olei	1834	stackedbar	t_species
EPM_12A1	t_species!Limnohabitans_sp_103DPR2	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Cupriavidus	1453	stackedbar	t_species
EPM_12A1	t_species!Dechloromonas_sp_HYN0024	0	stackedbar	t_species
EPM_12A1	t_species!Vibrio_tubiashii	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_phylum_Marine_virus_AFVG_25M90	0	stackedbar	t_species
EPM_12A1	t_species!Sandaracinus_amylolyticus	1879	stackedbar	t_species
EPM_12A1	t_species!Sorangium_cellulosum	4547	stackedbar	t_species
EPM_12A1	t_species!Pseudoalteromonas_spongiae	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Dickeya	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_family_Burkholderiaceae	2491	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Stenotrophomonas	1379	stackedbar	t_species
EPM_12A1	t_species!Phenylobacterium_zucineum	1031	stackedbar	t_species
EPM_12A1	t_species!Bradyrhizobium_icense	1129	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Synechococcus_phage_S-SM1	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Synechococcus_sp_WH_8103	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_phylum_Bacillariophyta	0	stackedbar	t_species
EPM_12A1	t_species!Rhodopseudomonas_palustris	4105	stackedbar	t_species
EPM_12A1	t_species!Hylemonella_gracilis	1000	stackedbar	t_species
EPM_12A1	t_species!Roseobacter_denitrificans	0	stackedbar	t_species
EPM_12A1	t_species!Cupriavidus_pauculus	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_phylum_Planctomycetes	1289	stackedbar	t_species
EPM_12A1	t_species!Vibrio_campbellii	0	stackedbar	t_species
EPM_12A1	t_species!Sagittula_sp_P11	0	stackedbar	t_species
EPM_12A1	t_species!Caulobacter_flavus	1483	stackedbar	t_species
EPM_12A1	t_species!Bradyrhizobium_sp_SK17	1316	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Roseateles_depolymerans	1782	stackedbar	t_species
EPM_12A1	t_species!Antarctobacter_heliothermus	0	stackedbar	t_species
EPM_12A1	t_species!Arcobacter_suis	0	stackedbar	t_species
EPM_12A1	t_species!Ferrovibrio_terrae	981	stackedbar	t_species
EPM_12A1	t_species!Pseudomonas_fluorescens	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_family_Synechococcus	2524	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_family_Human_gammaherpesvirus_4	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_phylum_Marine_virus_AFVG_25M81	0	stackedbar	t_species
EPM_12A1	t_species!Pseudomonas_putida	1457	stackedbar	t_species
EPM_12A1	t_species!Nibricoccus_aquaticus	1160	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_phylum_Proteobacteria	15796	stackedbar	t_species
EPM_12A1	t_species!Emiliania_huxleyi	0	stackedbar	t_species
EPM_12A1	t_species!Pseudorhodobacter_sp_S12M18	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_class_Betaproteobacteria	3161	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_phylum_Bacteroidetes	0	stackedbar	t_species
EPM_12A1	t_species!Pantoea_vagans	1390	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_class_Gammaproteobacteria	4430	stackedbar	t_species
EPM_12A1	t_species!Phaeobacter_gallaeciensis	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Cyanobium_gracile	0	stackedbar	t_species
EPM_12A1	t_species!Enterobacter_sp_EA-1	0	stackedbar	t_species
EPM_12A1	t_species!Ostreococcus_sp_'lucimarinus'	0	stackedbar	t_species
EPM_12A1	t_species!Photobacterium_damselae	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Xylophilus_sp_KACC_21265	1098	stackedbar	t_species
EPM_12A1	t_species!Erythrobacter_sp_HKB08	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_phylum_Marine_virus_AFVG_25M86	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_class_Myoviridae	3032	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Rubrivivax_gelatinosus	4791	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Synechococcus_virus_S-PRM1	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Limnohabitans	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Aeromonas	0	stackedbar	t_species
EPM_12A1	t_species!Bradyrhizobium_sp_CCBAU_051011	1200	stackedbar	t_species
EPM_12A1	t_species!Novosphingobium_resinovorum	1271	stackedbar	t_species
EPM_12A1	t_species!Marinovum_algicola	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_family_Bradyrhizobiaceae	1707	stackedbar	t_species
EPM_12A1	t_species!Ralstonia_solanacearum	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Synechococcus_phage_S-CAM22	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_uncultured_phage_MedDCM-OCT-S09-C14	0	stackedbar	t_species
EPM_12A1	t_species!Candidatus_Pelagibacter_sp_FZCC0015	53343	stackedbar	t_species
EPM_12A1	t_species!Sulfitobacter_pseudonitzschiae	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Halomonas	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Synechococcus_phage_Bellamy	4774	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Myxococcales	1038	stackedbar	t_species
EPM_12A1	t_species!Delftia_tsuruhatensis	0	stackedbar	t_species
EPM_12A1	t_species!Dickeya_fangzhongdai	0	stackedbar	t_species
EPM_12A1	t_species!Erythrobacter_sp_YH-07	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Shewanella	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Enterobacter	0	stackedbar	t_species
EPM_12A1	t_species!Pantoea_sp_At-9b	1047	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Methylibium_sp_Pch-M	1400	stackedbar	t_species
EPM_12A1	t_species!Ostreococcus_tauri	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_family_Candidatus_Puniceispirillum_marinum	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Prochlorococcus_phage_P-HM2	0	stackedbar	t_species
EPM_12A1	t_species!Rhodoferax_sp_CHu59-6-5	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Cyanophage_P-RSM6	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_family_Flavobacteriaceae	1740	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Luteitalea_pratensis	1054	stackedbar	t_species
EPM_12A1	t_species!Variovorax_sp_RA8	0	stackedbar	t_species
EPM_12A1	t_species!Stenotrophomonas_maltophilia	1314	stackedbar	t_species
EPM_12A1	t_species!Variovorax_sp_PBS-H4	0	stackedbar	t_species
EPM_12A1	t_species!Ramlibacter_tataouinensis	3632	stackedbar	t_species
EPM_12A1	t_species!Vibrio_tritonius	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_phylum_Marine_virus_AFVG_25M60	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Synechococcus_phage_S-SKS1	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Streptomyces	2974	stackedbar	t_species
EPM_12A1	t_species!Acidovorax_sp_RAC01	0	stackedbar	t_species
EPM_12A1	t_species!Variovorax_sp_PMC12	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_family_Prochlorococcus	1416	stackedbar	t_species
EPM_12A1	t_species!Comamonas_serinivorans	0	stackedbar	t_species
EPM_12A1	t_species!Sulfitobacter_sp_D7	0	stackedbar	t_species
EPM_12A1	t_species!Vibrio_harveyi	0	stackedbar	t_species
EPM_12A1	t_species!Vibrio_alginolyticus	0	stackedbar	t_species
EPM_12A1	t_species!Croceicoccus_marinus	0	stackedbar	t_species
